Asset ID,Install Date,WO Date,Work Order #,Material Cost,Material Charge,PO#,Model Number,Model Number MFG,Asset MFG Date,In Service?,Manufacturer Name
131405,3/18/2020,7/13/2020,20803,469.12,469.12,,ENTERPRISE,9800,10/1/2014,TRUE,Arjo Inc
EE170571,7/25/2019,7/14/2020,20807,302.33,0,,EVOLUTION,EVOLUTION,,TRUE,SIZEWISE
EE45812,10/22/2015,7/17/2020,20820,162.36,162.36,,PROGRESSA,P7500A000131,,TRUE,Hill-Rom
EE45814,10/22/2015,7/18/2020,20821,81.18,81.18,,PROGRESSA,P7500A000131,,TRUE,Hill-Rom
131446,1/29/2020,7/20/2020,20824,91.49,91.49,,ENTERPRISE,9800,10/1/2014,TRUE,Arjo Inc
131426,1/16/2020,7/20/2020,20826,91.49,91.49,,ENTERPRISE,9800,10/1/2014,TRUE,Arjo Inc
MX1928263,7/20/2020,7/20/2020,20834,390.04,390.04,,PROGRESSA,P7500A000554,10/5/2018,TRUE,Hill-Rom
MX159309,6/14/2019,7/21/2020,20836,342.1,342.1,,ZOOM,1125,5/1/2015,TRUE,Stryker
130539,8/24/2018,7/23/2020,20844,25.58,25.58,,PROGRESSA,P7500A000131,9/21/2017,TRUE,Hill-Rom
130539,8/24/2018,7/23/2020,20844,43.62,43.62,,PROGRESSA,P7500A000131,9/21/2017,TRUE,Hill-Rom
MX1649230,5/14/2019,7/23/2020,20846,305.94,305.94,,VERSACARE,P3200K000122,9/21/2017,TRUE,Hill-Rom
MX1645477,5/8/2019,7/23/2020,20847,584.46,584.46,,VERSACARE,P3200K000122,9/21/2017,TRUE,Hill-Rom
MX1645476,5/14/2019,7/24/2020,20857,147.24,147.24,,VERSACARE,P3200K000122,,TRUE,Hill-Rom
131316,11/1/2019,7/30/2020,20870,91.49,91.49,,ENTERPRISE,9800,10/1/2014,TRUE,Arjo Inc
131399,10/30/2019,7/31/2020,20888,91.49,91.49,,ENTERPRISE,9800,10/1/2014,TRUE,Arjo Inc
130989,10/22/2019,7/31/2020,20891,110.17,110.17,,ENTERPRISE,9800,10/1/2014,TRUE,Arjo Inc
091342,11/30/2016,7/31/2020,20884,192.44,192.44,,GYNNIE,1061,,TRUE,Stryker
130989,10/22/2019,7/31/2020,20891,396.53,396.53,,ENTERPRISE,9800,10/1/2014,TRUE,Arjo Inc
091342,11/30/2016,7/31/2020,20884,759.04,759.04,,GYNNIE,1061,,TRUE,Stryker
131301,2/14/2020,7/31/2020,20887,1044.61,1044.61,,ENTERPRISE,9800,10/1/2014,TRUE,Arjo Inc
EE169782,7/24/2019,8/3/2020,20906,53.19,0,,EVOLUTION,EVOLUTION,,TRUE,SIZEWISE
130919,10/25/2019,8/3/2020,20911,573.96,573.96,,TMM4,TMM4,,TRUE,TRANSMOTION
131345,2/12/2020,8/3/2020,20910,1044.61,1044.61,,ENTERPRISE,9800,10/1/2014,TRUE,Arjo Inc
EE45820,10/22/2015,8/4/2020,20915,15.57,15.57,,PROGRESSA,P7500A000131,,TRUE,Hill-Rom
EE45820,10/22/2015,8/4/2020,20915,81.18,81.18,,PROGRESSA,P7500A000131,,TRUE,Hill-Rom
EE45816,10/22/2015,8/4/2020,20916,81.19,81.19,,PROGRESSA,P7500A000131,,TRUE,Hill-Rom
MX1649229,5/14/2019,8/4/2020,20913,201.61,201.61,,VERSACARE,P3200,9/21/2017,TRUE,Hill-Rom
MX1649229,5/14/2019,8/4/2020,20913,295.95,295.95,,VERSACARE,P3200,9/21/2017,TRUE,Hill-Rom
EE114352,5/16/2019,8/5/2020,20922,14.32,14.32,,ZOOM,1125,4/1/2012,TRUE,Stryker
EE114352,5/16/2019,8/5/2020,20922,100.41,100.41,,ZOOM,1125,4/1/2012,TRUE,Stryker
EE114352,5/16/2019,8/5/2020,20922,199.3,199.3,,ZOOM,1125,4/1/2012,TRUE,Stryker
EE114352,5/16/2019,8/5/2020,20922,543.29,543.29,,ZOOM,1125,4/1/2012,TRUE,Stryker
EE114352,5/16/2019,8/5/2020,20922,564.34,564.34,,ZOOM,1125,4/1/2012,TRUE,Stryker
EE45815,10/22/2015,8/10/2020,20934,80.38,80.38,,PROGRESSA,P7500A0001315,,TRUE,Hill-Rom
EE45808,10/23/2015,8/10/2020,20944,80.38,80.38,,PROGRESSA,P7500a000131,9/26/2014,TRUE,Hill-Rom
117250,1/10/2017,8/11/2020,20952,608.14,608.14,,Power Pro XT,6506,1/1/2000,TRUE,Stryker
130980,10/22/2019,8/14/2020,20969,65.4,65.4,,ENTERPRISE,9800,10/1/2014,TRUE,Arjo Inc
EE45662,10/22/2015,8/15/2020,20973,217.13,217.13,,VERSACARE,P3200K000500,,TRUE,Hill-Rom
EE45811,10/22/2015,8/15/2020,20971,295,295,,PROGRESSA,P7500A000131,9/30/2014,TRUE,Hill-Rom
EE151710,7/24/2019,8/17/2020,20977,46.21,0,,PROGRESSA,P7500,9/12/2015,TRUE,Hill-Rom
EE170503,7/25/2019,8/17/2020,20975,302.33,0,,EVOLUTION,EVOLUTION,,TRUE,SIZEWISE
131029,2/27/2020,8/19/2020,20992,320.69,320.69,,ENTERPRISE,9800,10/1/2014,TRUE,Arjo Inc
EE96480,5/8/2019,8/20/2020,21563,19.74,19.74,,VERSACARE,P3200H000293,8/28/2009,TRUE,Hill-Rom
EE96480,5/8/2019,8/20/2020,21563,53.58,53.58,,VERSACARE,P3200H000293,8/28/2009,TRUE,Hill-Rom
EE96480,5/8/2019,8/20/2020,21563,174.84,174.84,,VERSACARE,P3200H000293,8/28/2009,TRUE,Hill-Rom
EE170498,7/25/2019,8/20/2020,21015,302.33,0,,EVOLUTION,EVOLUTION,,TRUE,SIZEWISE
091343,11/30/2016,8/26/2020,21649,48.11,48.11,,GYNNIE,1061,,TRUE,Stryker
EE98475,5/16/2019,8/27/2020,21654,37.23,37.23,,PRIME,1125,,TRUE,Stryker
EE151723,2/27/2018,8/28/2020,21662,15.19,0,,PROGRESSA,P7500,9/14/2015,TRUE,Hill-Rom
EE151723,2/27/2018,8/28/2020,21662,482.72,0,,PROGRESSA,P7500,9/14/2015,TRUE,Hill-Rom
93354,10/25/2019,8/31/2020,21844,2.1,2.1,,M-SERIES,1015,9/1/2008,TRUE,Stryker
93354,10/25/2019,8/31/2020,21844,3.19,3.19,,M-SERIES,1015,9/1/2008,TRUE,Stryker
111208,7/2/2018,8/31/2020,21793,13.8,13.8,,TOTALCARE,P1900P006976,,TRUE,Hill-Rom
111208,7/2/2018,8/31/2020,21793,38.76,38.76,,TOTALCARE,P1900P006976,,TRUE,Hill-Rom
93354,10/25/2019,8/31/2020,21844,73.89,73.89,,M-SERIES,1015,9/1/2008,TRUE,Stryker
091344,11/1/2016,9/10/2020,21881,192.44,192.44,,Gynnie,1061,11/1/2002,TRUE,Stryker
EE170398,7/25/2019,9/10/2020,21873,302.33,0,,EVOLUTION,EVOLUTION,,TRUE,SIZEWISE
131366,2/25/2020,9/11/2020,21890,91.49,91.49,,ENTERPRISE,9800,10/1/2014,TRUE,Arjo Inc
MX159325,9/11/2020,9/11/2020,21885,136.8,136.8,,ZOOM,1125,5/1/2015,TRUE,Stryker
EE45621,10/22/2015,9/11/2020,21896,217.13,217.13,,VERSACARE,P3200K000500,10/30/2014,TRUE,Hill-Rom
EE48450,4/10/2017,9/11/2020,21893,322.52,322.52,,PROGRESSA,P7500A000131,10/8/2015,TRUE,Hill-Rom
EE151708,6/23/2017,9/21/2020,21948,95.08,0,,PROGRESSA,P7500,9/9/2015,TRUE,Hill-Rom
EE151705,2/16/2018,9/21/2020,21947,190.52,190.52,,PROGRESSA,P7500,9/9/2015,TRUE,Hill-Rom
EE169371,7/24/2019,9/23/2020,21977,302.33,302.33,,EVOLUTION,EVOLUTION,,TRUE,SIZEWISE
130963,10/22/2019,9/24/2020,21984,2.67,2.67,,ENTERPRISE,9800,10/1/2014,TRUE,Arjo Inc
131052SA,2/27/2020,9/24/2020,21985,91.49,91.49,,ENTERPRISE,9800,10/1/2014,TRUE,Arjo Inc
130988,10/22/2019,9/24/2020,21986,91.49,91.49,,ENTERPRISE,9800,10/1/2014,TRUE,Arjo Inc
130963,10/22/2019,9/24/2020,21984,510.72,510.72,,ENTERPRISE,9800,10/1/2014,TRUE,Arjo Inc
130533,8/24/2018,9/27/2020,22082,47.6,47.6,,PROGRESSA,P7500A,9/21/2017,TRUE,Hill-Rom
130535,8/24/2018,9/27/2020,22089,270.15,270.15,,PROGRESSA,P7500A,9/21/2017,TRUE,Hill-Rom
130535,8/24/2018,9/27/2020,22089,390.04,390.04,,PROGRESSA,P7500A,9/21/2017,TRUE,Hill-Rom
136769,1/23/2019,9/28/2020,22097,415.43,415.43,,AFFINITY 4,P3700E000010,,TRUE,Hill-Rom
111207,1/22/2018,9/29/2020,22115,653.85,653.85,,TOTALCARE,P1900P006976,,TRUE,Hill-Rom
136800,1/23/2019,10/6/2020,22200,9.42,9.42,,CENTRELLA,P7900B000010,,TRUE,Hill-Rom
EE151712,10/19/2017,10/6/2020,22201,38.71,0,,PROGRESSA,P7500,9/12/2015,TRUE,Hill-Rom
EE151721,3/6/2018,10/6/2020,22205,47.54,47.54,,PROGRESSA,P7500,9/14/2015,TRUE,Hill-Rom
136800,1/23/2019,10/6/2020,22200,128.36,128.36,,CENTRELLA,P7900B000010,,TRUE,Hill-Rom
EE170403,7/25/2019,10/6/2020,22203,400,0,,EVOLUTION,EVOLUTION,,TRUE,SIZEWISE
MX2052535,1/31/2020,10/7/2020,22211,54.26,54.26,,CENTRELLA,P7900B100242,12/6/2019,TRUE,Hill-Rom
125410,11/28/2016,10/14/2020,22217,50.54,50.54,,RENAISSANCE,1711,12/1/1998,TRUE,Stryker
127126,11/16/2016,10/14/2020,22218,94.78,94.78,,PRIME BIG WHEEL,1115,3/1/2016,TRUE,Stryker
091343,11/30/2016,10/19/2020,22227,48.11,48.11,,GYNNIE,1061,,TRUE,Stryker
136912,1/29/2019,10/20/2020,22228,20.88,20.88,,CENTRELLA,P7900B000010,9/23/2018,TRUE,Hill-Rom
86002,10/20/2020,10/20/2020,22230,175.3,175.3,,M-SERIES,1015,,TRUE,Stryker
124442,10/30/2019,10/20/2020,22229,312.02,312.02,,ADVANTA 2,P1190,,TRUE,Hill-Rom
124442,10/30/2019,10/20/2020,22229,312.51,312.51,,ADVANTA 2,P1190,,TRUE,Hill-Rom
136915,1/29/2019,10/21/2020,22238,2.24,2.24,,CENTRELLA,P7900B000010,10/30/2018,TRUE,Hill-Rom
136915,1/29/2019,10/21/2020,22238,7.52,7.52,,CENTRELLA,P7900B000010,10/30/2018,TRUE,Hill-Rom
136915,1/29/2019,10/21/2020,22238,8.4,8.4,,CENTRELLA,P7900B000010,10/30/2018,TRUE,Hill-Rom
136915,1/29/2019,10/21/2020,22238,10.88,10.88,,CENTRELLA,P7900B000010,10/30/2018,TRUE,Hill-Rom
091345,11/15/2016,10/21/2020,22241,144.33,144.33,,GYNNIE,1061,,TRUE,Stryker
MX1716343,9/18/2019,10/21/2020,22242,153.64,153.64,,PROGRESSA,P7500A000936,9/2/2016,TRUE,Hill-Rom
MX1716343,9/18/2019,10/21/2020,22242,470.34,470.34,,PROGRESSA,P7500A000936,9/2/2016,TRUE,Hill-Rom
EE170501,7/25/2019,10/21/2020,22234,1988.28,0,,EVOLUTION,EVOLUTION,,TRUE,SIZEWISE
EE169782,7/24/2019,10/21/2020,22235,1988.28,0,,EVOLUTION,EVOLUTION,,TRUE,SIZEWISE
130534,8/24/2018,10/27/2020,22282,153.64,153.64,,PROGRESSA,P7500A000131,9/21/2017,TRUE,Hill-Rom
136811,1/24/2019,10/28/2020,22781,9.21,9.21,,CENTRELLA,P7900B000010,,TRUE,Hill-Rom
136814,1/24/2019,10/28/2020,22782,45.12,45.12,,CENTRELLA,P7900B000010,,TRUE,Hill-Rom
136815i,1/24/2019,10/28/2020,22783,45.12,45.12,,CENTRELLA,P7900B000010,,TRUE,Hill-Rom
136853,1/29/2019,10/28/2020,22807,45.12,45.12,,CENTRELLA,P7900B000010,10/26/2018,TRUE,Hill-Rom
136924,1/30/2019,10/28/2020,22862,45.12,45.12,,CENTRELLA,P7900B000025,,TRUE,Hill-Rom
136930,1/30/2019,10/28/2020,22871,45.12,45.12,,CENTRELLA,P7900B000025,,TRUE,Hill-Rom
136946,1/30/2019,10/28/2020,22876,45.12,45.12,,CENTRELLA,P7900B000011,,TRUE,Hill-Rom
136954,1/30/2019,10/28/2020,22881,45.12,45.12,,CENTRELLA,P7900B,,TRUE,Hill-Rom
136956,1/30/2019,10/28/2020,22883,45.12,45.12,,CENTRELLA,P7900B,,TRUE,Hill-Rom
136959,1/30/2019,10/28/2020,22885,45.12,45.12,,CENTRELLA,P7800B000011,,TRUE,Hill-Rom
136931,1/30/2019,10/28/2020,22894,45.12,45.12,,CENTRELLA,P7900B000011,,TRUE,Hill-Rom
136938,2/1/2019,10/28/2020,22917,45.12,45.12,,CENTRELLA,P7900B,,TRUE,Hill-Rom
136975,2/1/2019,10/28/2020,22921,45.12,45.12,,CENTRELLA,P7900B000011,,TRUE,Hill-Rom
136811,1/24/2019,10/28/2020,22781,91.81,91.81,,CENTRELLA,P7900B000010,,TRUE,Hill-Rom
064826,8/24/2018,10/28/2020,22703,148.29,148.29,,TOTALCARE,P1830ACAP,,TRUE,Hill-Rom
136773,1/23/2019,10/28/2020,22726,448.27,448.27,,AFFINITY 4,P3700E000010,,TRUE,Hill-Rom
125441,11/18/2016,10/31/2020,23059,48.11,48.11,,RENAISSANCE,1711,12/1/1998,TRUE,Stryker
128426,11/18/2016,10/31/2020,23070,48.11,48.11,,RENAISSANCE,1711,12/1/1998,TRUE,Stryker
01817B,11/16/2016,10/31/2020,23022,96.22,96.22,,RENAISSANCE,1711,12/1/1998,TRUE,Stryker
041133,11/30/2016,10/31/2020,23125,816.72,816.72,,RENAISSANCE,1711,12/1/1998,TRUE,Stryker
125510,11/3/2016,10/31/2020,22975,1062.02,1062.02,,RENAISSANCE,1231,11/1/2003,TRUE,Stryker
131421,1/16/2020,11/3/2020,23160,320.69,320.69,,ENTERPRISE,9800,10/1/2014,TRUE,Arjo Inc
EE169371,7/24/2019,11/5/2020,23214,302.33,0,,EVOLUTION,EVOLUTION,,TRUE,SIZEWISE
EE170598,7/25/2019,11/5/2020,23215,302.33,302.33,,EVOLUTION,EVOLUTION,,TRUE,SIZEWISE
EE169387,7/24/2019,11/5/2020,23220,1988.28,0,,EVOLUTION,EVOLUTION,,TRUE,SIZEWISE
EE45807,10/23/2015,11/17/2020,23235,470.34,470.34,,PROGRESSA,P7500A000131,9/26/2014,TRUE,Hill-Rom
EE170503,7/25/2019,11/19/2020,23243,302.33,0,,EVOLUTION,EVOLUTION,,TRUE,SIZEWISE
EE169772,7/19/2019,11/19/2020,23244,302.33,302.33,,EVOLUTION,EVOLUTION,,TRUE,SIZEWISE
EE170584,7/25/2019,11/25/2020,23321,302.33,0,,EVOLUTION,EVOLUTION,,TRUE,SIZEWISE
EE114354,5/15/2019,12/3/2020,23444,1.23,1.23,,PRIME ZOOM,1125,4/1/2012,TRUE,Stryker
EE114354,5/15/2019,12/3/2020,23444,2.42,2.42,,PRIME ZOOM,1125,4/1/2012,TRUE,Stryker
EE114354,5/15/2019,12/3/2020,23444,23.81,23.81,,PRIME ZOOM,1125,4/1/2012,TRUE,Stryker
EE96494,5/14/2019,12/3/2020,23447,47.48,47.48,,VERSACARE,P3200,8/27/2009,TRUE,Hill-Rom
138349,10/25/2019,12/4/2020,23453,573.96,660.05,,TMM4,TMM4,,TRUE,TRANSMOTION
136764,1/23/2019,12/9/2020,23466,8.52,8.52,,AFFINITY 4,P3700E000010,,TRUE,Hill-Rom
136764,1/23/2019,12/9/2020,23466,38.28,38.28,,AFFINITY 4,P3700E000010,,TRUE,Hill-Rom
076838,8/24/2018,12/11/2020,23471,29.32,29.32,,TOTALCARE,P1900L006247,9/21/2007,TRUE,Hill-Rom
136816,1/24/2019,12/11/2020,23470,510.54,510.54,,CENTRELLA,P7900B000010,,TRUE,Hill-Rom
128425,11/18/2016,12/14/2020,23472,144.33,144.33,,Renaissance,1711,12/1/1998,TRUE,Stryker
100204,12/12/2016,12/15/2020,23475,100.32,100.32,,SECURE 2,3002,,TRUE,Stryker
EE96495,12/16/2020,12/16/2020,23488,47.48,47.48,,VERSACARE,P3200H000293,8/27/2009,TRUE,Hill-Rom
136947,1/30/2019,12/30/2020,23607,45.12,45.12,,CENTRELLA,P7900B000011,,TRUE,Hill-Rom
136947,1/30/2019,12/30/2020,23607,91.81,91.81,,CENTRELLA,P7900B000011,,TRUE,Hill-Rom
125496,11/30/2016,12/30/2020,23608,95.46,95.46,,M-SERIES,1015,6/1/2009,TRUE,Stryker
136947,1/30/2019,12/30/2020,23607,215.1,215.1,,CENTRELLA,P7900B000011,,TRUE,Hill-Rom
136947,1/30/2019,12/30/2020,23607,969.97,969.97,,CENTRELLA,P7900B000011,,TRUE,Hill-Rom
131395,1/10/2020,1/5/2021,23671,320.69,368.79,,ENTERPRISE,9800,10/1/2014,TRUE,Arjo Inc
125478,11/17/2016,1/7/2021,23677,48.11,48.11,,GYNNIE,1061,,TRUE,Stryker
EE169375,7/24/2019,1/7/2021,23676,302.33,0,,EVOLUTION,EVOLUTION,,TRUE,SIZEWISE
125484,11/16/2016,1/12/2021,23679,2.42,2.42,,M-SERIES,1015,6/1/2009,TRUE,Stryker
125484,11/16/2016,1/12/2021,23679,64.04,64.04,,M-SERIES,1015,6/1/2009,TRUE,Stryker
EE169387,7/24/2019,1/13/2021,23680,302.33,0,,EVOLUTION,EVOLUTION,,TRUE,SIZEWISE
125496,11/30/2016,1/19/2021,23691,84,84,,M-SERIES,1015,6/1/2009,TRUE,Stryker
128427,11/9/2016,1/21/2021,23692,13.29,13.29,,RENAISSANCE,1711,12/1/1998,TRUE,Stryker
128427,11/9/2016,1/21/2021,23692,54.91,54.91,,RENAISSANCE,1711,12/1/1998,TRUE,Stryker
128427,11/9/2016,1/21/2021,23692,77.53,77.53,,RENAISSANCE,1711,12/1/1998,TRUE,Stryker
136802,1/23/2019,1/26/2021,23719,93.8,93.8,,CENTRELLA,P7900B000010,,TRUE,Hill-Rom
136802,1/23/2019,1/26/2021,23719,161.95,161.95,,CENTRELLA,P7900B000010,,TRUE,Hill-Rom
MX1929414,7/1/2019,1/28/2021,23796,54.26,54.26,,VERSACARE,P3200,,TRUE,Hill-Rom
EE170399,7/25/2019,1/28/2021,23971,302.33,0,,EVOLUTION,EVOLUTION,,TRUE,SIZEWISE
131407,12/30/2019,2/4/2021,24011,98.91,113.75,,ENTERPRISE,9800,10/1/2014,TRUE,Arjo Inc
131407,12/30/2019,2/4/2021,24011,344.6,396.29,,ENTERPRISE,9800,10/1/2014,TRUE,Arjo Inc
076838,8/24/2018,2/9/2021,24012,0.66,0.66,,TOTALCARE,P1900L006247,9/21/2007,TRUE,Hill-Rom
131402,10/23/2019,2/10/2021,24016,19.7,22.66,,ENTERPRISE,9800,10/1/2014,TRUE,Arjo Inc
131444,1/3/2020,2/10/2021,24015,110.17,126.7,,ENTERPRISE,9800,10/1/2014,TRUE,Arjo Inc
107104,10/28/2019,2/12/2021,24023,0.36,0.41,,TRANSTAR,P8000,,TRUE,Hill-Rom
107104,10/28/2019,2/12/2021,24023,0.73,0.84,,TRANSTAR,P8000,,TRUE,Hill-Rom
107104,10/28/2019,2/12/2021,24023,0.88,1.01,,TRANSTAR,P8000,,TRUE,Hill-Rom
107104,10/28/2019,2/12/2021,24023,3.47,3.99,,TRANSTAR,P8000,,TRUE,Hill-Rom
107104,10/28/2019,2/12/2021,24023,10.79,12.41,,TRANSTAR,P8000,,TRUE,Hill-Rom
107104,10/28/2019,2/12/2021,24023,21.52,24.75,,TRANSTAR,P8000,,TRUE,Hill-Rom
107104,10/28/2019,2/12/2021,24023,235.69,271.04,,TRANSTAR,P8000,,TRUE,Hill-Rom
042002,11/3/2016,2/24/2021,24049,26.55,26.55,,RENAISSANCE,1711,12/1/1998,TRUE,Stryker
125453,11/30/2016,2/24/2021,24050,55.42,55.42,,GYNNIE,1061,10/1/2007,TRUE,Stryker
131415,10/23/2019,2/24/2021,24051,110.17,126.7,,ENTERPRISE,9800,10/1/2014,TRUE,Arjo Inc
125453,11/30/2016,2/24/2021,24050,234.18,234.18,,GYNNIE,1061,10/1/2007,TRUE,Stryker
123095,10/25/2019,2/26/2021,24196,1.23,1.46,,PRIME ZOOM,1125,,TRUE,Stryker
123095,10/25/2019,2/26/2021,24196,9.96,11.45,,PRIME ZOOM,1125,,TRUE,Stryker
123095,10/25/2019,2/26/2021,24196,34.92,40.16,,PRIME ZOOM,1125,,TRUE,Stryker
131366,2/25/2020,2/26/2021,24195,78.95,90.79,,ENTERPRISE,9800,10/1/2014,TRUE,Arjo Inc
131452,10/30/2019,2/26/2021,24194,98.91,113.75,,ENTERPRISE,9800,10/1/2014,TRUE,Arjo Inc
136763,1/23/2019,2/26/2021,24192,427.89,427.89,,AFFINITY 4,P3700E000010,,TRUE,Hill-Rom
136763,1/23/2019,2/26/2021,24192,461.72,461.72,,AFFINITY 4,P3700E000010,,TRUE,Hill-Rom
MX1929430,5/8/2019,3/1/2021,24198,54.26,54.26,,VERSACARE,P3200H000293,8/27/2009,TRUE,Hill-Rom
EE123653,7/10/2019,3/1/2021,24202,84,84,,ZOOM,1125,11/1/2013,TRUE,Stryker
136771,1/23/2019,3/2/2021,24211,427.89,427.89,,AFFINITY 4,P3700E000010,,TRUE,Hill-Rom
041178,11/3/2016,3/8/2021,24222,48.11,48.11,,RENAISSANCE,1711,12/1/1998,TRUE,Stryker
MX1928273,3/1/2021,3/8/2021,24225,242.33,242.33,,PROGRESSA,P7500A000554,10/5/2018,TRUE,Hill-Rom
EE170246,7/24/2019,3/9/2021,24230,302.33,302.33,,EVOLUTION,EVOLUTION,,TRUE,SIZEWISE
130975,10/22/2019,3/10/2021,24239,6.9,7.94,,ENTERPRISE,9800,10/1/2014,TRUE,Arjo Inc
130975,10/22/2019,3/10/2021,24239,6.98,8.03,,ENTERPRISE,9800,10/1/2014,TRUE,Arjo Inc
130975,10/22/2019,3/10/2021,24239,27.59,31.73,,ENTERPRISE,9800,10/1/2014,TRUE,Arjo Inc
MX1928278,3/11/2021,3/11/2021,24246,139.16,139.16,,PROGRESSA,P7500A000554,10/30/2018,TRUE,Hill-Rom
EE114355,5/16/2019,3/12/2021,24249,1.23,1.23,,ZOOM,1125,4/1/2012,TRUE,Stryker
136982,1/30/2019,3/15/2021,24251,34.84,34.84,,CENTRELLA,P7900B,,TRUE,Hill-Rom
136982,1/30/2019,3/15/2021,24251,168.43,168.43,,CENTRELLA,P7900B,,TRUE,Hill-Rom
136982,1/30/2019,3/15/2021,24251,464.35,464.35,,CENTRELLA,P7900B,,TRUE,Hill-Rom
EE45813,10/22/2015,3/23/2021,24264,1.42,1.42,,PROGRESSA,P7500A000131,,TRUE,Hill-Rom
EE45813,10/22/2015,3/23/2021,24264,19.28,19.28,,PROGRESSA,P7500A000131,,TRUE,Hill-Rom
EE45813,10/22/2015,3/23/2021,24264,60.58,60.58,,PROGRESSA,P7500A000131,,TRUE,Hill-Rom
EE45813,10/22/2015,3/23/2021,24264,89,89,,PROGRESSA,P7500A000131,,TRUE,Hill-Rom
EE45813,10/22/2015,3/23/2021,24264,185.36,185.26,,PROGRESSA,P7500A000131,,TRUE,Hill-Rom
EE45816,10/22/2015,3/23/2021,24265,196.16,196.16,,PROGRESSA,P7500A000131,,TRUE,Hill-Rom
EE45813,10/22/2015,3/23/2021,24264,360,360,,PROGRESSA,P7500A000131,,TRUE,Hill-Rom
136884,1/29/2019,3/25/2021,24272,637.57,637.57,,CENTRELLA,P7900B000010,,TRUE,Hill-Rom
EE114357,7/9/2019,3/29/2021,24291,1.23,1.23,,ZOOM,1125,4/1/2012,TRUE,Stryker
EE114354,5/15/2019,3/29/2021,24292,1.23,1.23,,PRIME ZOOM,1125,4/1/2012,TRUE,Stryker
EE114354,5/15/2019,3/29/2021,24292,2.42,2.42,,PRIME ZOOM,1125,4/1/2012,TRUE,Stryker
EE114354,5/15/2019,3/29/2021,24292,23.81,23.81,,PRIME ZOOM,1125,4/1/2012,TRUE,Stryker
MX1983875,5/14/2019,3/29/2021,24289,45.12,45.12,,VERSACARE,P3200H000293,8/27/2009,TRUE,Hill-Rom
MX1983875,5/14/2019,3/29/2021,24289,54.26,54.26,,VERSACARE,P3200H000293,8/27/2009,TRUE,Hill-Rom
EE45813,10/22/2015,3/29/2021,24283,77.42,77.42,,PROGRESSA,P7500A000131,,TRUE,Hill-Rom
MX1983875,5/14/2019,3/29/2021,24289,354.81,354.81,,VERSACARE,P3200H000293,8/27/2009,TRUE,Hill-Rom
MX1983875,5/14/2019,3/29/2021,24289,387.32,387.32,,VERSACARE,P3200H000293,8/27/2009,TRUE,Hill-Rom
EE87103,5/8/2019,4/2/2021,24306,47.48,47.48,,VERSACARE,P3200G000332,9/22/2008,TRUE,Hill-Rom
EE87103,5/8/2019,4/2/2021,24306,54.26,54.26,,VERSACARE,P3200G000332,9/22/2008,TRUE,Hill-Rom
EE87103,5/8/2019,4/2/2021,24306,387.32,387.32,,VERSACARE,P3200G000332,9/22/2008,TRUE,Hill-Rom
EE170407,7/25/2019,4/8/2021,24316,302.33,0,,EVOLUTION,EVOLUTION,,TRUE,SIZEWISE
MX2054810,12/4/2020,4/9/2021,24320,28.88,28.88,,CENTRELLA,P7900,12/10/2019,TRUE,Hill-Rom
MX2054810,12/4/2020,4/9/2021,24320,82.38,82.38,,CENTRELLA,P7900,12/10/2019,TRUE,Hill-Rom
MX2054810,12/4/2020,4/9/2021,24320,224.23,224.23,,CENTRELLA,P7900,12/10/2019,TRUE,Hill-Rom
MX2054810,12/4/2020,4/9/2021,24320,272.94,272.94,,CENTRELLA,P7900,12/10/2019,TRUE,Hill-Rom
125498VASA,4/12/2021,4/12/2021,24327,1.27,1.46,,,,11/1/2013,TRUE,Stryker
125498VASA,4/12/2021,4/12/2021,24327,180.56,207.64,,,,11/1/2013,TRUE,Stryker
131395,1/10/2020,4/12/2021,24324,344.6,396.29,,ENTERPRISE,9800,10/1/2014,TRUE,Arjo Inc
85311,4/12/2021,4/12/2021,24326,555.59,555.59,,,,10/1/2007,TRUE,Stryker
EE87112,5/14/2019,4/14/2021,24331,2.42,2.42,,VERSACARE,P3200G000332,9/22/2008,TRUE,Hill-Rom
EE87112,5/14/2019,4/14/2021,24331,45.12,45.12,,VERSACARE,P3200G000332,9/22/2008,TRUE,Hill-Rom
EE87100,4/22/2020,4/14/2021,24330,54.26,54.26,,VERSACARE,P3200G000332,9/22/2008,TRUE,Hill-Rom
EE96466,5/17/2019,4/14/2021,24333,54.26,54.26,,VERSACARE,P3200H000293,8/27/2009,TRUE,Hill-Rom
EE87100,4/22/2020,4/14/2021,24330,107.19,107.19,,VERSACARE,P3200G000332,9/22/2008,TRUE,Hill-Rom
EE87112,5/14/2019,4/14/2021,24331,250,250,,VERSACARE,P3200G000332,9/22/2008,TRUE,Hill-Rom
EE87112,5/14/2019,4/14/2021,24331,387.32,387.32,,VERSACARE,P3200G000332,9/22/2008,TRUE,Hill-Rom
EE91688,3/12/2021,4/15/2021,24340,99.98,99.98,,INTOUCH,2141,,TRUE,Stryker
EE45820,10/22/2015,4/15/2021,24336,120,120,,PROGRESSA,P7500A000131,,TRUE,Hill-Rom
131348,11/1/2019,4/16/2021,24343,344.6,396.29,,ENTERPRISE,9800,10/1/2014,TRUE,Arjo Inc
MX2051258,12/4/2020,4/19/2021,24347,82.38,82.38,,CENTRELLA,P7900B100242,,TRUE,Hill-Rom
